Tweets,Sentiment,Word_count,Stop_word_count,Char_count,Punctuation_count,Mention_count,Hashtag_count,Avrg_word_len
social network r,1,9,3,53,3,1,0,4.888888888888889
nikita dead try update firmware need phone,0,18,8,84,2,0,0,3.6666666666666665
rest foot pull muscle need walk clue big problem,0,31,17,138,5,0,0,3.4516129032258065
god robert emma quit smart quit way god cheese cut soon smart,1,26,10,146,10,1,0,4.615384615384615
thank,1,2,0,20,2,1,0,9.0
hope stop harass hata follow hope send,0,16,2,81,6,1,0,4.0625
ooooooh weekend free boa cardmember,1,14,7,81,7,1,0,4.785714285714286
cool love friend connect,1,9,2,56,3,1,0,5.222222222222222
thistracte,1,2,0,19,0,0,0,8.5
meet sleep tired hour awake need sleep know sad,0,24,13,108,3,0,0,3.5
weather sad today,0,7,3,35,0,0,0,4.0
remind possession feel,1,6,3,38,0,0,0,5.333333333333333
s donna come,1,8,4,49,2,1,0,5.0
healthy,0,5,3,40,4,1,0,7.0
oh talk conan silly watch mind rabbit ear time cable,0,24,7,136,11,1,0,4.666666666666667
utf mean,1,5,1,31,3,1,0,5.2
today wear s tired gallery act like musical,0,19,5,104,7,0,0,4.473684210526316
,0,6,2,35,4,1,0,4.833333333333333
come home tomorrow car,1,9,4,50,0,0,0,4.555555555555555
work early double today rest,1,12,4,57,4,0,0,3.75
crank ridiculous love,1,8,2,39,2,0,0,3.875
crazy night work tonight tact bell fond jame birthday,1,20,8,122,6,0,0,5.0
octuplet baby die,0,3,0,26,6,0,0,7.333333333333333
watch x movie d watch,1,16,7,81,1,1,0,4.0625
sad apparently s book instruction,0,19,9,93,6,1,0,3.8947368421052633
home wait wait lull lazy feel like x,1,18,7,86,1,0,0,3.7777777777777777
lonely sad internet mikado cheer,0,18,7,117,11,0,0,5.5
confused,0,3,0,16,0,0,0,4.333333333333333
watch love basketball sigh,1,5,0,41,7,0,0,7.2
truly zen g string,1,11,5,66,4,1,0,4.909090909090909
happy mother s day ms,1,6,0,42,5,1,0,6.0
quit obsess quit good movie far vera unite spend hour half enter life quit quit,1,29,8,165,18,0,0,4.689655172413793
drink tonight d awesome,1,8,3,52,1,0,0,5.5
bitch bad neck feeling today work half catch gun later wave,0,23,12,118,9,0,0,4.130434782608695
sing musical theatre obscure theatre song webster oooold record song know,0,21,3,133,5,1,0,5.333333333333333
work tuesday,1,5,1,26,0,0,0,4.2
job,1,5,1,28,3,1,0,4.4
super pitch hope win,1,6,0,41,2,1,0,5.833333333333333
fouche,0,3,0,20,2,1,0,5.666666666666667
u good life,1,6,2,41,4,1,0,5.833333333333333
bike share pilot cheer bike sharing adventure start industry forum june,0,22,9,132,1,0,0,5.0
useful morning good way sense inquiry aunt weird bit strange xxmwahxx,0,24,11,136,12,0,0,4.625
wish pass come ball,0,9,4,52,1,1,0,4.777777777777778
send sweet,1,12,4,80,8,1,0,5.666666666666667
hell yea wouldn,1,6,1,42,4,1,0,6.0
damn good good,1,6,1,44,7,1,0,6.333333333333333
refund come performance,0,14,8,80,2,1,0,4.714285714285714
ear enjoy experimental alternative tune enjoy,1,12,4,90,3,0,0,6.5
lucky store super busy awake hata,0,16,6,95,8,1,0,4.9375
day hope morrow like game,0,16,5,77,3,1,0,3.8125
mortified,0,3,1,37,6,0,0,11.333333333333334
rub somebody,1,8,5,41,6,0,0,3.875
yeah sad hope pp r injure badly,0,16,7,78,2,1,0,3.8125
mummy hurt,0,3,0,15,0,0,0,4.0
love amazing sing ad issue wrap actual present think pretty damn awesome,1,19,5,131,6,0,0,5.894736842105263
baby michel run nose sore throat poor girl doctor s day hope beta soon,0,23,5,125,9,0,0,4.434782608695652
skin tank gas wen fill gas wind lift dress embarrassing,0,28,10,132,5,0,0,3.7142857142857144
open city,0,5,0,53,8,0,0,9.6
little dirty teenager immediately think duquesne quit dootie quit wire future heroin adduct,0,18,4,127,8,0,0,6.055555555555555
dinner awesome finish clean think ill computer,1,17,9,90,1,0,0,4.294117647058823
love dance,1,5,2,28,1,1,0,4.6
griffe look like hata going laugh,0,17,6,85,4,1,0,4.0
god miss carry,0,5,0,29,1,1,0,4.8
wait ask rib match hope today taylor,1,11,3,71,6,0,0,5.454545454545454
,0,1,0,17,1,1,0,16.0
yeah mon awful homemade haircut kid left physical mental scar awful,1,23,6,134,13,1,0,4.826086956521739
stress bang di human,0,4,0,23,0,0,0,4.75
finish hour texas life insurance ce tonight hour,0,15,5,78,1,0,0,4.2
run mile kill,1,9,5,43,3,0,0,3.6666666666666665
yeah essay past paper hour half writing sore hand,0,16,6,78,1,0,0,3.875
money spend flight wine spend food clothe instead,0,18,8,111,3,0,0,5.166666666666667
snap rainy shock actually rain england,1,16,6,104,5,1,0,5.5
cabman day life s beach,1,7,2,36,4,0,0,4.142857142857143
wrong biology middle download file mr morris,0,16,6,98,6,0,0,5.125
comfortable sessile,1,6,2,46,2,1,0,6.666666666666667
bath pus bed work,0,16,7,75,2,1,0,3.6875
center law school granulation day commencement continue,0,18,7,103,1,0,0,4.722222222222222
cup tea taste weird,0,6,1,28,1,0,0,3.6666666666666665
know approve,1,7,2,45,5,1,0,5.0
yeah co act supine time fine,1,21,7,103,8,1,0,3.9047619047619047
course,1,3,1,26,1,1,0,7.666666666666667
good hour melt thank,1,11,2,74,3,2,0,5.7272727272727275
tough work site like clothe lady,1,12,6,68,3,1,0,4.666666666666667
yep cut game t play nice toy u,1,23,10,99,7,1,0,3.3043478260869565
upset boy ate candy bar,0,10,3,44,0,0,0,3.4
hata drunken meeting mean,1,7,1,52,2,1,0,6.428571428571429
pick lui,1,6,1,29,2,1,0,3.8333333333333335
twitter sad famous people live germany america,0,25,16,122,5,0,0,3.88
ink talk lose,0,8,3,51,2,1,0,5.375
home headache,0,7,3,30,0,0,0,3.2857142857142856
share pay rs month unlimited,1,15,4,82,4,1,0,4.466666666666667
bit try start topic,0,14,8,76,1,1,0,4.428571428571429
moscow granulation s voice recital,1,6,1,43,1,0,0,6.166666666666667
walk beach home pass leave mr,0,16,5,81,5,0,0,4.0625
fever severe stomach pain amber sun today,0,10,5,62,2,0,0,5.2
wall way new lady love,0,17,7,92,10,1,0,4.411764705882353
practically live hope catch chris soon,1,16,7,100,4,1,0,5.25
hey great write thank lot,1,9,1,74,7,1,0,7.222222222222222
sweet sweet wait iiiiidol foot run secret eye courte life s goal,1,23,7,121,7,0,0,4.217391304347826
folly park semi shit warm,1,11,2,73,9,0,0,5.636363636363637
hard belly earthquake,0,9,4,50,1,0,0,4.444444444444445
,1,7,3,43,3,1,0,5.0
suck sue,1,8,4,49,4,1,0,5.0
theatre today soon happy,1,5,0,35,1,1,0,6.0
harry porter exhibition m mon,1,12,5,63,4,0,0,4.25
miss west coast stuff,0,13,4,82,4,1,0,5.3076923076923075
bipolar mother,1,5,0,35,6,0,0,6.0
quit mother jones brother quit amazing like,1,12,3,88,8,1,0,6.25
think surprising visit mike work dinner,1,10,5,65,2,0,0,5.5
ughhhh break stuff food amazing,0,9,2,55,1,0,0,5.111111111111111
hope weekend fabulous interesting,1,8,4,56,1,0,0,6.0
wouldn want premier j night ink moment right,0,28,12,137,6,1,0,3.892857142857143
wait beat amazing shout forum girl boy love x,1,21,8,104,2,1,0,3.9523809523809526
interview tomorrow work india week wish luck,1,17,8,101,6,1,0,4.9411764705882355
sleep tomorrow wednesday sleep hahahahahah,1,14,6,96,13,0,0,5.857142857142857
oh wait x man movie actually x silly,1,27,10,124,9,0,0,3.5925925925925926
super c cover live grey tune ida cos look good network,1,26,7,139,9,1,0,4.346153846153846
add band natalya air france know air france life lose,0,20,4,118,9,1,0,4.9
walk block learn open weekend spanish,0,13,6,74,2,0,0,4.6923076923076925
sick night happy b day quit jealous cause car sombre quit night twitter,1,16,3,126,13,1,0,6.875
sprinkle outside good thing warm,1,11,6,64,3,0,0,4.818181818181818
boring day need boring movie watch watch yes watch thoranai,1,26,11,118,7,0,0,3.5384615384615383
believe life s fine boring work granulation exam,0,21,6,131,10,1,0,5.238095238095238
wait muahahaha cicero invite,0,10,3,66,3,1,0,5.6
wall cool ah far d hunt tune later,1,18,5,103,6,2,0,4.722222222222222
domingo kill baby mouse,0,6,2,33,1,0,0,4.5
sad weekend happy spend favorite people,1,20,11,93,0,0,0,3.65
read sweet gun write,1,10,5,51,1,0,0,4.1
think donna ride,0,8,2,40,1,0,0,4.0
yearly skin cancer check good worry grand skin cancer,1,20,6,107,4,0,0,4.35
return work bye,1,8,3,35,2,0,0,3.375
watch j o n s today,1,9,4,63,7,1,0,6.0
mail respond email deliver digital know,0,27,13,129,7,1,0,3.7777777777777777
need stop stay late,0,8,3,36,0,0,0,3.5
leg sit exam horrible everytime kill,0,23,14,118,4,1,0,4.130434782608695
uuuuuuughh yeah try hard lumen free lunch backfire,0,20,11,123,8,1,0,5.1
manage sleep day away s auntie good hope sleep tonight,0,28,11,134,4,0,0,3.7142857142857144
color totally hate change,0,6,1,37,3,0,0,5.166666666666667
great deep bacon branch today quit quit,1,14,4,96,6,0,0,5.857142857142857
drama thank s hand want slap country face time,0,26,15,134,4,0,0,4.115384615384615
s previous life frolic ass tree shade flower,0,17,7,101,4,1,0,4.9411764705882355
damn bed people start wake,0,12,6,63,0,0,0,4.25
work va instead town come stupid work,1,22,11,106,4,1,0,3.8181818181818183
bigwig sleep,0,8,1,58,5,1,0,6.0
watch church online half hour late time,0,16,6,80,1,0,0,4.0
man miss home wish beloved family happy bless sunday god bless day,1,16,3,86,4,0,0,4.375
watch,0,5,1,34,0,0,0,5.8
number infant,0,6,3,32,1,1,0,4.333333333333333
officially bass true,1,7,1,46,1,0,0,5.571428571428571
yeah cheap maybe day pick play person,1,21,8,101,5,1,0,3.8095238095238093
think difficult bed tonight,0,11,6,60,3,0,0,4.454545454545454
wish invest sing closing device send work stay bed,0,23,12,106,1,0,0,3.608695652173913
little sad maybe friend angry know understand,0,18,7,91,2,0,0,4.055555555555555
oh guess feel bad think funny,0,15,2,75,10,0,0,4.0
morning run great arrange love x,1,17,9,96,1,1,0,4.647058823529412
bury grand today r p,0,6,0,44,5,0,0,6.333333333333333
wake early,0,5,1,28,4,0,0,4.6
excellent shame run ancient powerbook use window instead,0,17,5,110,7,2,0,5.470588235294118
feel good let negative energy,1,10,4,47,0,0,0,3.6
good luck pressure test worry great,1,14,5,95,4,1,1,5.785714285714286
sunny weather feel happy hurry ready battle,1,18,9,90,1,0,0,4.0
oooh remind donna try fiddle ticket june tool play eye passage theatre,1,21,4,132,7,1,0,5.238095238095238
study microsoft exam,0,5,2,36,0,0,0,6.2
mission statement like psykoid com mission statement talk,1,19,7,132,12,0,0,5.947368421052632
video drain cierraj com night night blessing,0,14,4,96,9,0,0,5.857142857142857
awesome miss thick hear,0,10,1,53,2,1,0,4.3
pretty dark good,1,9,4,44,0,0,0,3.888888888888889
list mix master quit rush quit come dark little rock number,1,17,7,104,7,0,0,5.117647058823529
think family,0,8,4,51,3,1,0,5.375
whiten tooth burn,0,4,1,25,0,0,0,5.25
te las vena ago sin mi,0,11,1,59,3,1,0,4.363636363636363
friend tiffany school high school house good love,1,25,12,119,6,0,0,3.76
wish dinner kid,0,7,2,27,0,0,0,2.857142857142857
follow german helena gomez support,1,8,0,62,3,1,0,6.625
gobble shit load penza slice feel like cap,0,14,6,70,0,0,0,4.0
oh sad read watch sweet run s death destruction sad foot,0,23,9,137,7,1,0,4.956521739130435
watch supernatural,1,3,1,25,0,0,0,7.333333333333333
hometown ghost town night thisappear thisappear,0,16,3,113,11,0,0,6.0625
hate right mr,0,14,7,67,2,1,0,3.7857142857142856
wish come,0,7,3,34,0,0,0,3.857142857142857
wake feel sick,0,5,2,24,0,0,0,3.8
check yeah work today matter love job nice day dear,1,22,6,107,8,1,0,3.8636363636363638
dig true blood sure open new door leave want wat want premier note,1,27,9,136,6,1,0,4.037037037037037
quit let worker text twitter quit people text twitter far willing work empire hour,1,21,6,143,12,0,1,5.809523809523809
lead trailer like time,1,16,6,81,1,0,0,4.0625
fly saturday tuesday,1,11,5,71,7,1,0,5.454545454545454
mean,1,4,1,27,2,1,0,5.75
sound good merit tonne calorie ship today,0,17,7,83,1,1,0,3.8823529411764706
eat desert day,1,4,1,23,0,0,0,4.75
wood pure platino like thank help online stuff owe,1,25,7,135,8,1,0,4.36
check movie afternoon,1,8,4,45,0,0,0,4.625
want trash,0,5,3,21,0,0,0,3.2
love wait reunion movie,1,13,4,75,6,1,0,4.769230769230769
ready summer,1,3,0,19,0,0,0,5.333333333333333
ohhhh add album,1,9,3,55,5,1,0,5.111111111111111
jury duty sit hour send home pay dollar,1,17,6,78,2,0,0,3.588235294117647
visit brow hospital love,1,10,3,60,6,0,0,5.0
head mall,0,4,2,20,0,0,0,4.0
mummy hurt,0,3,1,18,3,0,0,5.0
hectic weekend finally chance rest,0,8,3,49,4,0,0,5.125
a34a a2a a34a blue eye,0,9,0,97,5,1,0,9.777777777777779
jump like hour nap wake leg fire,0,25,12,116,9,0,0,3.64
work hour shift pretty quiet day lonely salon need hair,0,25,11,131,6,2,0,4.24
realise broke suck,0,9,2,43,1,0,0,3.7777777777777777
kate let stupid tabloid ruin year,0,15,2,86,5,0,0,4.666666666666667
near score struggle close record,0,16,8,90,4,1,0,4.625
homework,1,5,4,30,3,0,0,5.0
people adelaide,1,6,3,41,1,1,0,5.833333333333333
feel good feel great surprised million sweet love boyfriend,1,23,3,142,13,1,0,5.173913043478261
use twitter way text jessica hi follower,1,23,13,122,5,1,0,4.304347826086956
gay,0,5,2,21,2,0,0,3.2
know bidding,1,5,1,24,1,0,0,3.8
thank feel completely inadequate like matter bit leave break heart nice know want,0,22,8,133,4,0,0,5.045454545454546
like event d expect apple apple different,1,24,11,129,4,0,0,4.333333333333333
morning,1,2,0,15,0,0,0,6.5
yes,1,4,1,28,2,1,0,6.0
org suck hope bid,0,12,6,72,4,1,0,4.916666666666667
bizarre sherman ride steel utf think new coster oh summer,0,26,9,132,4,0,0,4.076923076923077
happy stay verge,1,9,4,50,3,1,0,4.555555555555555
good morning afternoon,1,8,3,51,3,1,0,5.125
super bored rainy night good sleep fall asleep,0,11,3,67,3,0,0,5.090909090909091
fun,1,3,2,13,0,0,0,3.3333333333333335
dear twitter friend kind love,1,8,2,43,3,0,0,4.375
girl justify eat night,1,12,6,70,3,1,0,4.833333333333333
sorry _ hata jessicajoy w o underscore ah thank want showman thank ah,1,22,4,129,10,1,0,4.863636363636363
sick baby ear infection fun,0,10,5,49,4,0,0,3.9
access nice long,0,25,14,131,4,0,0,4.24
work housing dying slowly,0,7,2,45,6,1,0,5.428571428571429
wish live bass bariloche away come vacation,0,24,7,133,11,1,0,4.541666666666667
hughes treat yesterday midge thing punch neck thing hilarious,1,17,6,107,5,1,0,5.294117647058823
video talk market status view tell,1,17,7,97,9,0,0,4.705882352941177
search net,1,3,1,18,0,0,0,5.0
daughter inform girl right donna night think life suit,1,25,10,137,5,0,0,4.48
think,1,9,3,61,7,1,0,5.666666666666667
check guideline haven minimal submit honor etc,1,16,7,97,5,1,0,4.9375
tribe blow lead lose feel migrate come,0,18,5,88,7,0,0,3.888888888888889
sorry quit danger quit non cell,0,9,4,72,7,1,0,7.0
havana picture autograph,0,7,1,48,3,1,0,5.857142857142857
hata,1,6,1,49,8,0,0,7.166666666666667
french cry appeal case tory laugh,0,19,10,108,1,0,0,4.684210526315789
glad birthday party come,1,3,0,26,2,0,0,7.666666666666667
hot tired forget good night,0,9,0,57,5,0,0,5.333333333333333
toe oak talk,1,10,3,44,3,0,0,3.4
think personality end confidence,1,12,5,76,2,1,0,5.25
okay quit outside home quit thing today,1,17,10,87,7,0,0,4.117647058823529
great weekend tired work,0,9,3,48,3,0,0,4.333333333333333
yes intense start drink love drinking,1,18,6,100,7,1,0,4.555555555555555
home nice great soup flaoune egg lose time bed goodnight,0,17,5,101,3,0,1,4.9411764705882355
wish sunglass weren break right,0,8,3,49,0,0,0,5.125
need fresh air today despite essay head shopping,1,18,7,93,2,0,0,4.166666666666667
sad lose,0,4,1,28,4,1,0,6.0
idiot u plus know feel exactly listen taylor swift pump hata,1,27,8,137,6,1,0,4.074074074074074
hata slumdog beginning turn twilight love mt movie awards andy saber,1,17,4,109,3,0,0,5.411764705882353
sad,0,3,0,17,1,1,0,4.333333333333333
foi new green day d ball miss old green day,0,12,1,59,4,0,0,3.9166666666666665
west end live co sister birthday maybe change day joke,0,20,9,101,2,0,0,4.05
dohhhhh gash sound good right m eat dinner night,0,22,5,135,16,1,0,5.136363636363637
saturday night dinner sure hope rain,0,11,3,59,3,0,0,4.363636363636363
need run hell ricket,0,19,10,101,5,0,1,4.315789473684211
man sky sport british irish lion play watch awesome day,1,26,9,132,3,0,0,4.076923076923077
way,1,5,1,47,5,1,0,8.4
reach prop limb shout tweetmeme com da hot link u,0,19,3,140,14,4,0,6.315789473684211
long day hour,0,15,6,73,2,0,0,3.8666666666666667
good mind word specially,1,11,3,82,13,1,0,6.454545454545454
want,1,3,0,29,5,0,0,8.333333333333334
great time send donne love safe,1,12,2,68,12,1,0,4.666666666666667
sweet catch monday morning,0,10,5,54,1,0,0,4.3
fly fan annoying sweet nice obnoxious fangirl band ok,0,25,12,133,2,0,0,4.32
cry yea close happy miss gun good time wish return time,0,26,10,129,12,0,0,3.9615384615384617
journey lee able fall asleep tonight,0,10,4,53,0,0,0,4.3
mad interview mt webster xx,0,21,14,113,3,1,0,4.380952380952381
want nice james taylor rock house like end kiss bring conan o,1,23,8,124,8,1,0,4.304347826086956
mmm live singapore begin,1,11,4,65,3,1,0,4.909090909090909
awesome yeah travel expense wish capable teleportation,0,18,7,114,5,1,0,5.333333333333333
mmm sound like time start,1,10,4,59,4,1,0,4.9
location idea sure car,1,18,7,105,7,2,1,4.833333333333333
follow entertain,1,9,3,59,4,1,0,5.555555555555555
mean,0,4,1,27,2,1,0,5.75
k gouty face thirty day ugh wonder sick,0,15,4,84,7,0,0,4.6
,1,5,3,27,2,1,0,4.4
sorry dad surprise cheesecake birthday probably come horrible ff mean syrupy water,0,19,6,117,3,0,0,5.157894736842105
home donna watch goodnight,1,8,2,46,2,0,0,4.75
know mighty tact kenmore look good miss town,0,19,5,95,5,0,0,4.0
want revision tiredddd,0,9,4,46,2,0,0,4.111111111111111
sleep big teddy bear,0,7,3,36,0,0,0,4.142857142857143
unfortunately beach like,0,9,4,57,1,1,0,5.222222222222222
library rest,0,13,8,58,1,0,0,3.4615384615384617
work today weather gorgeous outside smell student work,0,19,10,103,1,0,0,4.368421052631579
thank basically cold shoulder right think angry,1,21,5,121,6,1,0,4.761904761904762
morning,1,2,0,24,1,1,0,11.0
oh english exam tomorrow,0,7,3,34,0,0,0,3.857142857142857
,0,5,4,21,0,0,0,3.2
follow love,1,9,1,51,5,1,0,4.666666666666667
wouldn t hate thiscrimination war fight like david archuleta sing imagine sad,0,18,6,136,9,0,1,6.555555555555555
great day enjoy,1,10,4,63,3,1,0,5.2
install portable pp great copy paste work like,0,24,8,122,5,1,0,4.083333333333333
skin left end day,0,18,9,77,2,0,0,3.2777777777777777
riverfest later today d donna hang begin taylor,1,13,2,73,5,0,0,4.538461538461538
ugly haircut ugh hope hair grow fast know,0,15,6,72,2,0,0,3.8
outside happy bout diversity school tomorrow x,1,10,1,60,3,0,0,5.0
gun pick miss watch,0,18,11,82,6,1,0,3.5555555555555554
hope cycle today,1,5,2,26,0,0,0,4.2
wake day dint cook dinner tonight look forward sea bath,0,24,10,120,3,0,0,4.0
finish strain hair,1,6,2,34,0,0,0,4.666666666666667
eat shape school gay tackle hurt like hell grass dancing,0,22,8,132,16,0,0,4.954545454545454
wait,0,9,3,58,6,1,0,5.444444444444445
mean,0,4,0,35,2,1,0,7.75
minute realize wilkie little toy spy tool,1,24,12,128,3,1,0,4.333333333333333
wide s song beautiful cry blackberry winter s favourite song,0,21,11,127,4,0,0,5.0476190476190474
like wait plane finish tax bladder hold city,0,26,14,137,2,0,0,4.269230769230769
singing die,1,10,3,52,6,1,0,4.2
cut ingram mind,1,5,0,54,5,0,0,9.6
bout pick sum penza,1,6,2,26,0,0,0,3.3333333333333335
root canal,0,7,2,32,1,0,0,3.5714285714285716
ok ok time bed goodnight lover,1,7,1,38,2,0,0,4.428571428571429
starvingggg gun burgher,1,9,3,45,1,0,0,4.0
oh fuck mind stop charge phone til mid july upgrade,0,21,7,112,3,0,0,4.333333333333333
,0,3,2,16,0,0,0,4.333333333333333
peking nearly pass hard plate class instructor congratulate work hard,0,24,13,136,1,0,0,4.625
fun wish s let warped tour afterpartie,0,22,11,125,3,1,0,4.681818181818182
like snip epiphany happy send,1,15,7,79,2,0,0,4.266666666666667
exam kind thisaster,0,6,3,33,3,0,0,4.5
girl admire woman,1,14,5,77,7,1,0,4.5
tiger fry cell phone technology penetrate forest,0,19,8,128,6,1,0,5.7368421052631575
welcome x,1,7,2,41,2,1,0,4.857142857142857
know joke good fun people,0,20,9,108,16,1,0,4.3
think s twitter gay,0,5,1,30,1,0,0,5.0
yes come,1,8,3,49,6,1,1,5.125
finally buy hut s album tune heart happy flight new york tomorrow,1,20,6,115,9,0,0,4.75
carl gun hold head book flight clara choice,0,25,12,117,5,1,0,3.68
whattttt heavy artist mean mean musician agree radio cap,0,25,11,135,8,1,0,4.4
plan hot guitar teacher,1,8,2,53,3,1,0,5.625
look like donna rain,0,6,0,31,4,0,0,4.166666666666667
know,0,3,0,17,2,1,0,4.666666666666667
oh awful scar matter fly thing happen,0,17,6,95,6,1,0,4.588235294117647
wrong plan donna drink come,1,19,9,94,3,1,0,3.8947368421052633
havana ok maybe dirty talk,1,8,2,56,7,1,0,6.0
mon cut match,1,11,3,62,7,0,0,4.636363636363637
awesome,1,2,0,20,2,1,0,9.0
tell word utter class language person value easy opinion,1,27,13,136,3,1,0,4.037037037037037
want d sir,1,4,1,16,2,0,0,3.0
dear apple fix auto brightness phone blind time,0,16,8,95,4,0,0,4.9375
eat little mexico mi mimi,1,6,1,36,2,0,0,5.0
gutte miss night try leave early friend visit tired hata,0,20,5,118,5,2,0,4.9
study final excited summer going amazing,0,13,3,71,4,0,0,4.461538461538462
suck run hate play jealous,0,14,5,73,3,0,0,4.214285714285714
secret share tell,1,7,4,39,2,0,0,4.428571428571429
miss gay song,0,4,1,21,0,0,0,4.25
sorry know look forward weekend,0,17,8,98,6,1,0,4.764705882352941
ill blue,0,3,0,20,1,1,0,5.666666666666667
sigh soccer loss season,0,7,3,39,2,0,0,4.571428571428571
sleep deprive busy ah sleep drink energy drink work,0,18,6,114,6,0,0,5.333333333333333
forget water bottle car,0,8,3,40,0,0,0,4.0
link maybe dizzy,0,15,7,85,5,1,0,4.666666666666667
baseball probably kick ass,1,14,5,84,8,1,0,5.0
hell ah know high school jordan farmer,1,13,2,79,3,1,0,5.0
r listen group photo cruise like sit lap bout talk,1,26,5,137,6,1,0,4.076923076923077
root pressure drive root hand,0,12,1,93,12,1,0,6.75
sorry miss gold year,0,11,5,58,2,1,0,4.181818181818182
oh damn people afford buy new phone today model,0,23,11,117,7,0,0,4.086956521739131
today study final hopefully filipino festival later,1,17,7,91,4,0,0,4.352941176470588
senior project ready leave place,1,13,5,71,1,0,0,4.461538461538462
massive headache storm outside share,0,12,7,63,1,0,0,4.25
want sixth period,0,8,5,37,1,0,0,3.625
point millard tomorrow morning waterslide safeguard sun,1,14,2,87,4,0,0,5.214285714285714
blow fine chilly powder face idea know know brain grm p helene,1,22,6,102,4,1,0,3.6363636363636362
th hum chi u t v em g,1,12,0,61,8,1,0,4.083333333333333
rain manchester doesn exactly motivate day want,0,21,12,108,5,0,0,4.142857142857143
sorry hear great dog,0,10,3,54,3,1,0,4.3
child crash play time beautiful day far good,1,18,6,99,5,0,0,4.5
agree chaos lighting,1,10,3,68,2,2,0,5.7
instead birthday birthweek pig awesome excuse,1,27,17,136,4,1,0,4.037037037037037
oh stop hurt jim ride day,0,16,6,89,4,1,0,4.5625
job month,0,8,5,32,0,0,0,3.0
dress drag,1,8,5,38,1,1,0,3.75
kwentoo,1,4,1,30,2,1,0,6.5
spanish final,0,2,0,14,0,0,0,6.0
relieved mac moment,0,17,11,82,3,0,0,3.823529411764706
way paris rein,1,8,4,36,1,0,0,3.5
want learn heroscape,1,5,1,33,2,1,0,5.6
believe sun actually shine good recovery monday,1,12,4,68,2,0,0,4.666666666666667
feel today,0,4,1,26,1,0,0,5.5
love big gun,0,13,9,70,3,1,0,4.384615384615385
book true blood base,1,11,5,57,1,1,0,4.181818181818182
note self watch scar true thing bed,0,14,3,107,10,0,0,6.571428571428571
little old lady donna homeless,0,8,2,41,0,0,0,4.0
day clothing,1,4,0,34,2,0,0,7.5
watch episode harper s island,1,6,2,44,1,0,0,6.333333333333333
org train want,0,8,3,52,1,1,0,5.5
eat good ice cream sort feel school tomorrow un naturally tired pm book,0,26,6,138,3,0,0,4.269230769230769
send prick fear miss sister fly visit,0,23,8,98,2,0,0,3.260869565217391
use love mark migrate day summer jam,1,21,7,116,5,2,0,4.523809523809524
u come arrive,0,7,3,39,1,1,0,4.571428571428571
ah fine today,1,9,4,51,3,1,0,4.666666666666667
,1,7,4,37,2,1,0,4.285714285714286
oris allen twitter account,0,10,1,82,5,1,1,7.2
sure wish mood,0,9,3,36,1,0,0,3.0
gross mess page look emma jack night eye,0,24,8,115,5,1,0,3.75
headache headache headache,0,3,0,27,0,0,0,8.0
hope lose job,0,6,1,33,1,0,0,4.5
good wish know come,0,12,1,75,13,1,0,5.25
kate angry believe want end,0,17,6,84,4,0,0,3.9411764705882355
guess gun mean originally hail actually,1,20,8,112,4,2,0,4.6
school,0,6,4,23,0,0,0,2.6666666666666665
s dad bloody need,0,10,3,49,3,0,0,3.9
mall fairy,1,6,2,33,1,0,0,4.5
beautiful day new york mata happy mother s day enjoy worth,1,22,7,113,7,0,0,4.136363636363637
warm outside,1,4,1,21,1,0,0,4.25
unfair good rock happen b lore pure,0,17,9,91,2,1,0,4.352941176470588
home man hungry ready shopping,1,7,1,50,4,0,0,6.142857142857143
w easy,1,4,1,15,0,0,0,2.75
lymph wind think need refund state florida,1,19,8,90,2,0,0,3.6842105263157894
nose funny need care chicken soup theraflu,0,16,4,85,4,0,0,4.3125
lawton include problem center thisable search hard drive o,1,22,8,138,4,0,0,5.2727272727272725
oh loop pus change,1,11,4,55,4,1,0,4.0
time feel like monster,0,7,1,33,0,0,0,3.7142857142857144
know member start,1,11,5,56,4,1,0,4.090909090909091
internet yesterday sorry friend,0,11,5,67,2,0,0,5.090909090909091
ok state bank balance decide foolish shopping etc,0,23,10,126,3,0,0,4.478260869565218
fuck sick bachelorette party stockton,0,12,3,81,8,1,0,5.75
r love co worker,1,8,3,41,3,1,0,4.125
damn hurt,0,3,0,21,1,0,0,6.0
know rude think yell w o accept know,0,26,8,134,8,1,0,4.153846153846154
lydia,1,3,1,17,0,0,0,4.666666666666667
sleep today,0,4,1,24,1,0,0,5.0
fan daniel swim later,1,6,2,42,0,0,0,6.0
org wound hurt,0,10,6,41,2,0,0,3.1
listen song right jaw ho,1,14,4,80,6,1,0,4.714285714285714
decide want phone blackberry son,0,20,13,96,1,0,0,3.8
wake tired want election easy choice,1,24,13,119,5,0,0,3.9166666666666665
tweetdeck hasn work week,0,8,2,54,1,1,0,5.75
sound like fun day despite loss opt d yard house work,0,17,4,89,4,1,0,4.235294117647059
quit reply quit dangerous feature email,0,8,3,59,9,0,0,6.375
sound good yea good x,1,13,3,78,2,1,0,4.923076923076923
survive internet weekend help friend lot vodka,1,16,8,89,3,0,0,4.5625
lunch time,1,2,0,11,0,0,0,4.5
tis user sunny yesterday bit cloudy awake co need sum job pp post,1,28,11,132,5,1,0,3.7142857142857144
wonder sound like,1,14,8,78,3,1,0,4.428571428571429
oooh cost lot big cost memoir,0,17,6,106,8,1,0,5.176470588235294
