Tweets,Sentiment,Word_count,Stop_word_count,Char_count,Punctuation_count,Mention_count,Hashtag_count,Avrg_word_len
just seeing all to answer them all sorry for the delay,0,13,6,91,7,0,0,5.923076923076923
cadistra claylevering said i was into boobs i just said everyone knows im after your tail thats all,1,18,9,108,8,2,0,5.0
depping is this a dutch vote alan renouf i say,1,12,1,63,2,1,0,4.25
it has been a month since i last twitterd and that was about twilight now im twittering that i cant believe im ready the last book,0,26,16,138,7,0,0,4.3076923076923075
mopeer but its quotblue cheesequot flavoured cheese hahah ok it sounds silly ps you also get strawberry flavoured dried mango here,1,22,6,142,10,1,0,5.454545454545454
,0,10,0,74,13,0,0,6.4
i am officially doing business in jamaica,1,7,3,42,0,0,0,5.0
sleeeeeeepworking tomorrowtoday,0,3,0,46,8,0,0,14.333333333333334
my wifeeyy,1,3,1,18,1,0,0,5.0
happy birthday to me,1,4,2,21,0,0,0,4.25
puerhan i modified some things but the core of the theme remain yes thanks,1,15,5,89,5,1,0,4.933333333333334
okse like the gal very much,1,7,3,38,1,1,0,4.285714285714286
beccagriff welcome to twitter,1,4,1,31,1,1,0,6.75
thinking of how much i dont wanna go back work morrow,0,12,6,57,0,0,0,3.75
bbs are huuuuurting and ice cream didnt help at all,0,10,4,54,2,0,0,4.4
iemaster it will be all about shaqand hideo,1,10,4,65,7,1,0,5.4
blakever hahaha well its am here lol dang iamjonathancook hahaha,1,11,1,79,9,2,0,6.181818181818182
thender omm pa ha ha ha ha hows that working out,1,11,1,55,5,1,0,4.0
andyclemmensen my friend is near you at the shops but is to scared to go up to you like wtf shes such a dikheaddddd,0,24,15,118,2,1,0,3.9166666666666665
woke up at am and havent been able to go back to sleep,0,13,8,61,3,0,0,3.6923076923076925
gots my morning coffee and my favorite target peoples in today good morning san diego,1,15,4,87,1,0,0,4.8
rock for hunger at full sail today for their and the daily buzz food drive stop by bring some food and say hello to us,1,25,11,122,3,0,0,3.88
so went out to karaoke fully on singing roadhouse blues because i love me some doors but zach wanted to leave early so no,0,25,10,136,4,0,0,4.44
its so warm in my bedroom i cant sleep,0,10,4,45,5,0,0,3.5
oh thats right moms off work today the phone will ring soon lovely,0,13,2,76,6,0,0,4.615384615384615
twitter is boring nothing happens on this,0,7,4,45,3,0,0,5.428571428571429
mollieandjackie love and theft is amazing they opened for taylor swift back last year miss yall,1,16,5,105,9,1,0,5.5625
physics exam went ok now time to relax for a while,1,11,4,54,3,0,0,3.909090909090909
milovanfan youre probably boarding rite now come home soon yah i miss you already x,1,15,3,89,5,1,0,4.933333333333334
dnachoh its friend is here but youre not here,0,10,4,57,4,1,0,4.7
another reunion this time it was last minute and at our house lol the good thing was i went to church while cleaned,1,26,13,134,4,0,0,4.153846153846154
willydope where you punk sleeping miss yo ass,1,10,2,53,4,2,0,4.2
thanks god to be friday weekend is comin soon,1,9,3,52,6,0,0,4.777777777777778
had a great time at the with her brother he totally made my night,1,15,9,74,2,0,0,3.933333333333333
jolove yes sunday nights on e no candy girls i miss my,0,13,2,64,4,1,0,3.923076923076923
watching harry potter with evbloom likexwhoax melbloom anaeisparya,1,8,1,75,5,4,0,8.375
days till my birthday more days till i make months,1,16,3,69,4,0,0,3.3125
it is only one more day away yet i have this feeling its not going to go as smooth as it should,0,22,14,99,3,0,0,3.5
in jersey soon reach bk,1,5,0,30,6,0,0,5.0
break a leg and good luck to everyone at tomorrows look good btw,1,16,5,86,2,0,0,4.375
no longer waiting,1,3,1,18,0,0,0,5.0
hellenbach which is the most excellent thing of all of course x,1,12,5,67,3,1,0,4.583333333333333
chrisoatley im having lunch with your wife in about minutes,1,11,4,67,3,1,0,5.0
yungchriisz smmfh you right,1,5,0,38,4,1,0,6.6
davidburke awwww thats sweet i kno u mean doeits all about the famzallday everyday lol hw u bin newyz,1,20,0,120,14,1,0,5.0
gohng to see drag me to hell im in the car atm,1,12,6,48,1,0,0,3.0
is drinking nice cold it is so cold that when i drink it i get yum just like i like iiiit,1,23,9,108,4,0,0,3.6956521739130435
shit no more maths hl this semester wtf we planned cakes music and all that why was it cancelled why oh why,0,22,8,120,11,0,0,4.409090909090909
chloerae i just read your tweet to the tune of menahmenah so no,0,13,7,67,3,1,0,4.153846153846154
lost air france jet passengers from httpbitlylrys,0,13,1,85,11,0,0,5.538461538461538
the end of hols,0,5,2,24,0,0,0,3.8
lizzclare how good is it i could watch it a million times over xx,1,14,7,69,3,1,0,3.9285714285714284
marygracee sames lets get through a month and a half together we,1,15,7,83,4,1,0,4.533333333333333
im in sooooo much pain suck,0,7,2,40,1,0,0,4.714285714285714
gets really tired of zyrtec,0,5,2,28,0,0,0,4.6
i have time to tweet todaylucky me unlucky you,1,9,2,52,5,0,0,4.777777777777778
hmm what to do probably going to read one of my new books still too sunburnt to do much,0,19,9,99,4,0,0,3.8421052631578947
totally exhausted after a long day at work going to curl up with the pup watch some tv and go to bed early im such a party animal,1,28,13,135,5,0,0,3.8214285714285716
iamdjb sick i am actually smiling harder than i am in my background pic,1,16,7,94,1,1,0,4.875
no one is online,0,4,0,17,0,0,0,3.25
loyalisthydrone i sowwy im not cool i know btw what the hell r u doing in there or do i wanna know,0,22,6,105,6,1,0,3.772727272727273
finishing final touches on the last three and than its off to clean the garage,0,16,10,90,1,0,0,4.625
creth sorry about the contest with trish,0,9,3,59,3,2,0,5.555555555555555
is excited my pops is home woohoo calling it an early night to spend time because i havent seen him in like daysnight night,1,25,10,138,12,0,0,4.52
out on webcomics,1,4,2,25,0,0,0,5.25
study notes have been successful so far cake stuff is yum,1,12,4,66,1,0,0,4.5
chainedrebel hat nu ma la cireselor da cu gustu ai dreptate is acrisoare,1,15,0,93,6,1,0,5.2
maybe going he store to look at a fone mmmmm which one,1,17,6,80,2,0,0,3.7058823529411766
i miss my boys already november is too far away and i dont even have tickets for anyway im in pain so im off to bed night,0,28,11,138,8,0,0,3.9285714285714284
ive decided i like jane eyre i laughed when she decided her cottage was better than the tower of pisa made me cry though lt,0,25,9,130,5,0,0,4.2
angelicucu now im left alone with her lesbian twin sister maggie fox along with kids,0,16,5,89,2,1,0,4.5625
superkathoid aww that really sad hugs,0,6,2,43,5,1,0,6.166666666666667
sla is first plane trip for the little one mos if any of you are on the plane with us please dont kick us off,1,26,15,123,6,0,1,3.730769230769231
brigidflynn yeah i know but remember tyler okd the trip,1,10,1,62,6,1,0,5.2
juanerr o my bad i forgot damn i forgot a lot of things,0,13,5,59,3,1,0,3.5384615384615383
musicmuch lmao its kinda like last year actuallywhere i do like both top,1,14,3,82,7,1,0,4.857142857142857
thriftymommy weeks i remember feeling at weeks and at weeks,1,15,3,81,5,1,2,4.333333333333333
still not feeling great i have one more day to and then i have to be ready for,0,20,11,100,3,0,0,4.0
totally missed the fact that owenpallett was playing yesterday in ddingen,0,11,4,79,1,1,0,6.181818181818182
oooooow i think i may have broke my ribs so sore i really hate the staff at the their a bunch of xx,0,25,11,119,1,0,0,3.76
omgwtfbbqloon hee i havent tried it yet im dying to but ive sort of been saving it for what i do not know though hm,1,25,8,125,9,1,0,4.0
s plans didnt go as followed but its ok,1,9,5,43,3,0,0,3.7777777777777777
oheazy your own coconut garden,1,6,2,42,1,1,0,6.0
sephene interview not so good better at the aphrodite one,1,12,5,71,2,1,0,4.916666666666667
kristenlayton if its the tank old navy,1,8,3,49,3,1,0,5.125
keep scratching bites on my legs i dont want any more scars though,0,13,7,69,1,0,0,4.230769230769231
i really want to go golfing and i need my hip to stop being broken,0,15,9,69,2,0,0,3.6
guess theres no more nice tennis to watch,0,8,3,42,0,0,0,4.25
twoismboc i stayed up too late playing wii sports i am so terrible but we both laughed had a great time i am going to miss him,0,29,11,144,9,1,0,3.9655172413793105
erindevers wait you were still therei thought you had left,0,10,5,66,7,1,0,5.6
tiamowry,0,1,0,10,1,1,0,9.0
on my way to home its raining,0,8,4,36,2,0,0,3.5
thioliveiras to no ar,0,5,1,30,4,1,0,5.0
jenzzyuk thank you very much,1,5,3,30,1,1,0,5.0
victorgo i am,1,3,2,16,2,1,0,4.333333333333333
missed rachel,0,2,0,14,0,0,0,6.0
mysensation nothing much,1,3,1,27,2,1,0,8.0
took an off today but im actually working more than i do normally what does that mean,1,18,8,94,6,0,0,4.166666666666667
is crying i cant believe how lonely i am httpmylocmeld,0,10,2,64,7,0,0,5.4
doctorpaul oh paul hugs sorry to hear about your cat,0,10,3,57,4,1,0,4.7
smutzandthec pretty much any way except scrambles you like quotthe bird and the beequot theys my nd fav band,1,20,7,128,10,1,0,5.4
emmettagapay i want to go,0,5,2,27,1,1,0,4.4
morrica just hidden behind clouds think i prefer it this way tho i just burn in the sun,0,18,6,91,3,1,0,4.055555555555555
i have not done any study in the past days but my room is now clean,1,17,9,70,0,0,0,3.1176470588235294
patchouliw by the by i cant dm you,0,8,3,37,2,1,0,3.625
protium we have no remember,1,6,3,36,1,1,0,5.0
feel like crying cant do my homework coz sum nicked all my books and notes and my teacher will kill me on,0,23,10,116,0,0,0,4.043478260869565
loves listening to people practising on the piano downstairs,1,9,3,61,0,0,0,5.777777777777778
heading to brick lane and in the sunshine,1,9,4,53,0,0,0,4.888888888888889
off to bed now up in hours night,0,9,3,39,3,0,0,3.2222222222222223
perezhilton i think teddy hilton deserved to be nominated for best pet teen choice award but i love kitty purry,1,20,3,114,2,1,0,4.7
hot coco while shoppin again i found really cool jewelry yesterday a love ring i get to punch ppl with love aww ima high ur face,1,27,8,135,4,0,0,4.0
nuttychris too true sir,1,4,1,28,2,1,0,5.5
rseilham mine already ran out thats why i need a new one,1,13,5,73,4,1,1,4.615384615384615
ricksanchezcnn ryan oneil was supposed to wed her they said within daysi wonder if they did truly a sad dayshe was a brave soul,0,24,11,133,5,1,0,4.541666666666667
taylormomsen hehe that one is pretty adorable,1,7,3,48,2,1,0,5.857142857142857
got a doctors appointment tomorrow not fun,0,7,1,45,2,0,0,5.428571428571429
rickyli dont worry i took care of the regular one and it wont be sad anymore,1,16,6,82,3,1,0,4.125
tomscotney gurdo ahh its the bpm closed shop bet its all tracking back and man now,1,17,7,94,3,2,0,4.529411764705882
davidarchie go and find a little spot for breakfast,1,11,3,69,2,1,0,5.2727272727272725
how can someone help me pack my luggage bag,0,9,3,49,5,0,0,4.444444444444445
watchin big brother,1,3,0,20,0,0,0,5.666666666666667
miles in killing hill up next,0,7,1,35,2,0,0,4.0
my strawberries went moldy,0,4,1,27,0,0,0,5.75
victory i won the fat boys contest with a loss of kgs off to buy a bacon via ruskin cool go rory go rory,1,25,8,126,9,1,0,4.04
well heck no th hour of this must be the only free all day long here i thought i might b going for a world record,0,30,10,141,9,0,0,3.7
outsidehttptwitpiccomphotosm not very nice pictures warningsome of it is over iranelection,0,11,5,109,15,0,1,8.909090909090908
aussiemcflyfan its hard to explain and stupid its alright,1,9,2,62,4,1,0,5.888888888888889
frankensite ha i hoped a tweet would get the tune out of my mind no such luck,0,17,8,82,4,1,0,3.823529411764706
mcfly are on radio wont be able to listen to it all just yet can you to shows later on hmmmm,1,24,11,113,2,0,0,3.7083333333333335
just watched degrassi cant wait for the new season iremember when amazeballs wasnt on trending topics haha wat are they,1,20,6,127,7,0,1,5.35
i got an interview i dont wanna work in staples,0,10,2,51,3,0,0,4.1
i need a new phone i hate this one,0,9,4,35,0,0,0,2.888888888888889
liveguy man,1,3,0,19,1,1,0,5.333333333333333
mrsmonda what your mom and dad lol,1,8,1,43,3,1,0,4.375
dirtysoul nicemuch better than a pic of your toes,1,9,4,56,4,1,0,5.222222222222222
boyfromthestars yeah for all the wrong reasons,0,7,2,49,2,1,0,6.0
freakycurves dat i wanna do but gt do day,1,11,4,58,2,1,0,4.2727272727272725
computer is still acting up trying fix it,0,9,2,46,2,0,0,4.111111111111111
emihill my entire week last week has felt like that and it started again this week,0,16,7,85,2,1,0,4.3125
petrolhead my brothers gf is currently banned from driving at the mo for months nearly up she did not hurt anyone but car,0,23,12,127,1,1,0,4.521739130434782
bumpas getting chemo tish,0,4,0,29,1,0,0,5.75
happy birthday smylechristina love you best sorry i cant be at dinner tonight,0,13,4,81,3,1,0,5.230769230769231
where did the sun go,0,5,2,22,1,0,0,3.4
marielpfreak hi and welcome to twitter its,1,8,2,56,5,1,0,5.875
at cracker with mamawpapawbeth and madre,1,7,3,51,3,0,0,6.285714285714286
x i miss having fuel to turn to when you guys play crap like alexisonfire guess its for me,0,20,5,102,4,1,0,4.1
im really mad that i cant find my pen,0,10,3,48,2,0,0,3.8
michaelcox hmm i suppose but i cant use headphones when doing davina dvd and the speakers have massive bass which annoys everyone,0,23,8,136,5,1,0,4.913043478260869
mrmichaelnewton well he is best you should be ready to go climbing again in no time has the kicked in yet,1,24,14,124,3,1,0,4.166666666666667
petemc my is always telling me off for this sit and enjoy the moment instead of trying to take photos of it,1,24,12,118,5,1,0,3.9166666666666665
in serious need of some size s,0,7,4,34,1,0,0,3.857142857142857
good night peeps love everyone it is am and im out,1,12,2,57,4,0,0,3.75
mauricegarland thx for having that gsh ticket giveaway hes the man but i wish hed visit dc,0,17,4,97,6,1,0,4.705882352941177
sick today had to leave work,0,6,2,30,1,0,0,4.0
cant believe one day of the long weekend is done why do long weekends seem shorter than normal ones lol,0,20,7,107,3,0,0,4.35
i dub wwsip day worldwide spin like a pirate day,1,10,1,51,2,0,0,4.1
cant do anything right today im logging off before anything else happens very sad,0,14,6,89,7,0,0,5.357142857142857
chewanna yeah but if you get a job there you probably wont ever want to shop there and that sucks,0,20,11,101,3,1,0,4.05
brooklynne sec makes me not well,1,8,3,46,2,1,0,4.75
missbox poor cedrics dad since when do you watch the films,0,11,4,64,5,1,0,4.818181818181818
sidrajalil why were you even asking others then you should have been enjoying the sadness of missing it like me,0,20,13,118,2,1,0,4.9
junxion you need to change the junxion webaddress at your settings into wwwjunxioncom,1,13,5,94,5,1,0,6.230769230769231
paulohenriques argh,0,2,0,21,1,1,0,9.5
going to be offline so,0,6,3,32,1,0,0,4.333333333333333
at school in health how sad atl soooooon,0,8,3,42,1,0,0,4.25
lufii did yuh get ya top then,1,7,3,32,2,1,0,3.5714285714285716
fltara we are leaving around,1,6,3,36,3,1,0,5.0
enjoying a lovely sunday afternoon got back from babysitting and now gonna go shopping and get a coffee,1,18,9,105,1,0,0,4.833333333333333
gotta do lots of cleaning today,0,6,2,32,0,0,0,4.333333333333333
techquo cries that made me sad it was so good all other seem crap,0,16,9,88,4,1,0,4.5
good mornin everyone im off from work today yay but my body pains so muchthat really sucks,1,17,6,101,10,0,0,4.9411764705882355
kinagrannis i just hope i could hang out with you someday kina,0,12,7,66,3,1,0,4.5
somehow managed to fall asleep with a wedgewood rooms pass stuck to my leg now it is sticky,0,19,9,99,3,0,0,4.2105263157894735
check me out httpbitlyyxv,1,4,2,34,5,0,0,7.25
but what would we do here thats what im thinking about,1,11,5,59,4,0,0,4.363636363636363
ottomaniac were excited to be you,1,7,2,49,3,1,0,5.571428571428571
thefixer markable pattysky excellent soon we shall have a and mondays will be no more banmondays,1,18,7,120,6,3,1,5.666666666666667
xbeckiiex cont fat and he replied your perfect and if youu see a pic he put up earlier he said there girl for me x,1,27,14,128,6,1,0,3.740740740740741
i am practicing my crochet,1,5,2,28,1,0,0,4.6
laying in bed crying is not a fun way to spend your time im never wearing ever again everytime i do i cry nonstop,0,25,11,129,7,0,0,4.16
mzzlee yep sierra is my name friend my last i couldnt respond to your dm bcuz youre not following sry for public tweet,1,24,8,131,7,1,0,4.416666666666667
torae up latechasing sleep,0,4,1,31,4,1,0,6.75
cazbee halo beyonce now my turn the ring you gave to her will lose its shine,1,17,6,84,6,1,0,3.9411764705882355
im going now im very very very very very very very tired nighty night twitterland,0,17,6,102,2,0,0,4.9411764705882355
shower get dressed than mall time,1,7,2,37,2,0,0,4.285714285714286
taylorswift httptwitpiccomg for a southern man lake hair is much,1,12,4,87,8,1,0,6.25
lakenlove oh god that sucks i cried earlier because i didnt want to go to pom camp or wake up at then go to freaking pom ughhh,0,28,10,138,5,1,0,3.857142857142857
mereddie i just lived yes,1,8,1,35,6,1,0,3.375
double booking of zoocamp and a weekend in the ardens not good,0,12,6,65,2,1,0,4.416666666666667
hootsuite am i one of the to tweet it id really like to demo,1,17,6,76,4,1,0,3.4705882352941178
out to work in minutes oh the joys,0,10,4,47,2,0,0,3.6
another busy day of work,0,6,1,34,0,0,0,4.666666666666667
,1,4,1,34,5,0,0,7.25
i look forward to that the school is ended its very long,0,13,5,62,3,0,0,3.6923076923076925
this is going to be a long day,0,8,4,31,0,0,0,2.875
ariestotle haha i want the th year people to see this i want to look sweet nose wala akong plans,0,22,4,104,4,1,0,3.727272727272727
people try to grow up so quick i say take life day by day,1,14,6,59,1,0,0,3.2142857142857144
andrewbaron you havent even tried it it recommended i you too funny i figured it was suggesting ppl active in it,1,22,6,131,6,1,0,4.954545454545454
says ako mismo their dogtag httpplurkcompzkz,0,7,1,61,8,0,0,7.714285714285714
stephanyee heeey bitch im good kinda tired and youu,1,9,1,56,4,1,0,5.222222222222222
just found out my girlfriends ouch,0,8,3,46,1,0,0,4.75
juliemoore im too over qualified to be a chaser loving my new position thank you,1,16,7,90,4,1,0,4.625
idesignstudios drewhamilton its just disheartening when you see them spend minutes there and not visit the contact page woopra,0,20,8,137,6,2,1,5.8
no ball for me sad not allowed to leave house cause im still sick anyone needs a spare ticket,0,20,4,105,5,0,0,4.2
frugaldreamer thats no fun drink lots of water,0,8,2,52,4,1,0,5.375
nightraven i wanna see yours it,1,8,3,59,3,1,0,6.375
biggest headache of my not really but its pretty bad,0,11,4,67,6,0,0,5.090909090909091
hamstergrrl not allowed,0,3,1,27,3,1,0,8.0
i forgot about twitters quotmaintenancequot hope my pic txt show up at some point almost show time,0,18,9,114,11,0,0,5.333333333333333
it does not want to let me in today creativetechs,0,10,5,53,1,0,1,4.1
i dont have shoes that go with my new dress im wearing it anyway i dont care,0,17,6,81,4,0,0,3.764705882352941
rattatattat ready to rumble is on miss u bud,1,9,2,48,3,1,0,4.333333333333333
good the update went chicken and half of my iphone apps having to jayemsee was right,0,19,5,117,7,1,0,5.157894736842105
alexalltimelow oh alex i know plenty of people that would be willing to help you sleep im sorry you cant sleep bud,0,22,7,121,6,1,0,4.5
thanks god juggaa,1,5,0,39,7,0,0,6.8
morning how is everyone,1,4,3,26,2,0,0,5.5
new tire city,0,3,0,14,0,0,0,3.6666666666666665
currently in mcdothats what they call it had o fish for lunch my,0,19,7,99,5,1,0,4.2105263157894735
silverbeet share the chai recipe please,1,6,2,42,1,1,0,5.833333333333333
haha kevin jonas is hilarious,1,5,1,31,1,0,1,5.2
lovelifeforever you dont know me just kidding yeah you do your my neighbor what would you say if i started speaking spanglish,1,22,12,132,6,1,0,5.0
akwai tmr im in now,0,6,2,31,2,1,0,4.166666666666667
had a great time w my baby before i go back to oakland he leaves for florida now watchin lil miss sunshine,0,24,11,117,5,0,0,3.875
gah i wish i could go to grudge match tonight but must study instead also am sick,0,17,5,86,4,0,0,4.0588235294117645
binkish haha i already did im such a bad student,0,10,5,51,2,1,0,4.1
itsbrent oh shit the quotapple juicequot will really be flowing that night i expect a drunk dial from justvinay on his big,1,23,7,137,11,2,0,4.956521739130435
scary and sad,0,4,1,22,1,0,0,4.5
souljaboytellem are you going to stream anymore this evening that was fun even for an old head like myselfill probably be sleep est,0,23,10,138,6,1,0,5.0
gorgeous sunny monday its such a total waste to be stuck in the office,0,14,6,73,2,0,0,4.214285714285714
sonicmonic i kno isnt it exciting,1,6,2,37,3,1,0,5.166666666666667
got to say it again and again i cant wait to see and the sectmsempra but i have to,0,20,10,95,8,0,0,3.75
i made it uffff next is behind me what cool day it is,1,15,8,70,9,0,0,3.6666666666666665
petermobley yeah but coming from my dad its funny,1,9,3,55,4,1,0,5.0
pembsdave oh fine thanks and went to hobbycraft today and have come home all creative like,1,18,5,104,2,1,0,4.777777777777778
ldomingus hey luis thanks for following us,1,7,2,45,1,1,0,5.428571428571429
is dilusional but katie is dancing,1,7,3,42,1,0,0,5.0
all done raining,0,3,1,17,0,0,0,4.666666666666667
milliemagsaysay my yms not working,0,5,1,38,3,1,0,6.6
makeup check bat jewelery check knee high goth boots check im ready for tonights mothers concert the parish,1,22,1,141,14,1,0,5.409090909090909
teamgiles keep up the gr work,1,7,2,45,5,1,0,5.428571428571429
is eating way too many brownies and wasabi pistachios sighh my tummy,0,12,4,71,2,0,0,4.916666666666667
i feel like im dying my bones ache i cant stop shivering even though im really hot and i cant breathe right this isnt good,0,25,6,131,8,0,0,4.24
sarabeth doing ok thanks im sorry you didnt get to see noopy,0,12,4,70,6,1,0,4.833333333333333
happy monday woke up at am with a migrainewoke up at am with it gonelife is great,1,17,9,96,10,0,0,4.529411764705882
so bored without the,0,6,3,37,0,0,0,5.166666666666667
dexodan since you keep talking about the new car you made me curious post a pic i want to see,1,20,12,97,3,1,0,3.85
heading to goombas with and scott,1,7,3,44,2,0,0,5.285714285714286
to at about pm night damn im so excited cant wait to see him,1,16,7,75,0,0,0,3.6875
that hurt my feelings bunit,0,5,2,33,3,0,0,5.2
watching hana and will watch bof after wihuu,1,9,3,51,1,0,0,4.666666666666667
i wish i could be as happy as the babies in the and gate,0,16,9,69,0,0,0,3.3125
pamrosengren ms ill try to keep it up a bit now things hve been a bit odd people keep popping off stuff,1,25,10,125,9,1,0,4.0
life up real quick,0,5,1,27,0,0,0,4.4
vidamapatis i want to be a i am a psych major pretty much done i just like to take random classes here and there,1,25,16,124,1,1,0,3.96
i miss dc and the cruise and the bus ridee,0,10,4,44,1,0,0,3.4
weirdralph tepherguy getbendernow shannongraham ericatwitts interesting andor funny more later,1,12,1,122,10,5,3,9.0
narvylicious yeah im doing my hw now what time tomorrow bea has a game in polo club and i want to pass by hihi,1,25,7,126,6,1,0,4.04
shannonkilgore aw congrats to you too im very impressed with the packages you have on your website good luck,1,19,9,115,4,1,0,4.947368421052632
hot n sweaty on lane httptwitpiccomjhzx,0,7,1,55,5,0,0,6.857142857142857
setting up for prom doesnt need to be this early,0,10,5,51,2,0,0,4.1
kurt moody packed the citrix booth at teched it also helps when microsoft serves alcohol httptwitpiccomsi,1,16,4,118,8,0,2,6.3125
phguber i left my car charger in overnight on tuesday and it killed it soooo no car for me,0,19,8,95,4,1,0,4.0
gwalshington fabulous but be safe im looking forward to you being my roommate soon,1,14,6,85,2,1,0,5.071428571428571
davidkudrev surely you mean google wave,1,6,1,41,1,1,0,5.833333333333333
darealbelinda okayi guess i can do that,0,7,4,44,4,1,0,5.285714285714286
meldraythecool thats sick bout ur course and good u know where u wanna go two yrs til i can be a full teacher hows your we,0,28,10,137,8,1,0,3.857142857142857
mrsteveharvey i love your stand up,1,6,3,36,1,1,0,5.0
skipped music and went to merlis and tequila on the school day parmud,1,15,5,92,4,0,0,5.133333333333334
just changed my background,1,4,2,27,0,0,0,5.75
mmm dinner smells good i think i should call it a day,1,12,4,56,2,0,0,3.6666666666666665
my fingers r sore from playin too much guitar,0,9,4,46,0,0,0,4.111111111111111
back from hospital not happy with me for breaking the head off the little stress ball piggy you squeeze while they find a,0,25,12,135,1,0,0,4.4
did you guys like the video,1,6,2,29,1,0,0,3.8333333333333335
odneditor sometime you need to go south the hocking hills area lake erie aint bad either good perch,1,18,5,110,7,1,0,4.944444444444445
qtcb well i havent watched it yet probs wont get round to watching it today i havent watched it in about a week thou lol,0,25,10,125,4,1,0,4.0
travismtv use twitpic or send ur pic to twitterberry and it posts it for you at thats what i do,1,21,8,105,3,1,0,4.0
hxcgrunger na im trying to mod of ma games but i cant put any new files in the file help,0,21,8,92,1,1,0,3.380952380952381
wtf is the matter with me i cant stop cryingin the middle of an office this isnt good,0,18,7,92,6,0,0,4.111111111111111
teemwilliams nice and quiet here,1,5,1,35,2,1,0,6.0
uniqueguitarist yeaa me too xx,1,6,1,36,4,1,0,5.0
nkarmytngirl okill have to watch itright now going to tan,1,11,4,72,9,1,0,5.454545454545454
sitting in a apartment in dublin its kind of fabulous but i miss the tiny comforts of common,0,20,9,113,2,0,0,4.65
mark duffy hope you had a great time last night how are you feeling this morning,1,17,7,87,5,1,0,4.117647058823529
selenagomez and ddlovato i am sorry for being annoying i know i should stop but i just love you so much sorry,0,22,8,118,8,2,0,4.363636363636363
ahhh ive been hold oh well tomorrow is another day it seems,0,12,5,63,3,0,0,4.25
megancours we got it ill tell you how it runs later go to httptinyurlcommhu to see if work on your computer,1,22,10,127,10,1,0,4.681818181818182
wow im tired to bed at am awake at am and back to work ahhhhh,0,15,5,75,7,0,0,4.0
is out to bed now the quotboringnessquot day has gotten to me,0,12,6,71,9,0,0,4.916666666666667
amyrhoda what was the bbq for i went to one too no veggie dogs there though,0,16,5,82,6,1,0,4.125
ugh i hate work,0,4,1,17,1,0,0,3.25
article on socialwok by daniel goh of young upstarts httpbitlyvly,1,10,3,73,5,0,0,6.3
theraj happy star wars u from all at tbbtfans,1,9,3,51,3,2,0,4.666666666666667
im going to cry shojobeat is putting out its last issue,0,11,4,59,3,0,0,4.363636363636363
good itunes play more green day excited,1,7,1,42,1,0,0,4.857142857142857
yungstet im doing ok been kinda stressed lately,0,8,1,52,4,1,0,5.5
cassiefx has,0,3,1,22,1,1,0,6.333333333333333
three days for three weeks,0,5,1,28,1,0,0,4.6
its pouring downi feel oh so lazy,1,7,2,37,3,0,0,4.285714285714286
jemacourtney but your not cause you have dance,1,9,5,53,2,1,0,4.888888888888889
hallelujah its the last day of woohoooooo,1,8,0,54,4,0,0,5.75
xvahx hey vanessa im linda and i love u so much how are u can u please answer me please thanks,1,24,8,104,6,1,0,3.3333333333333335
randomshadowman lucky its hot here in socal,0,7,2,47,3,1,0,5.714285714285714
is on the deck chillin with erika and her cousins,1,10,6,51,1,0,0,4.1
kayleelovexx you deserve all of the love you get baby,1,10,5,55,1,1,0,4.5
like a surgeon,1,4,1,21,0,0,0,4.25
latin monday,0,2,0,15,2,0,0,6.5
eating chinese food wmy daughter,1,5,0,34,1,0,0,5.8
aquila gibts schildkrtensuppe,1,3,0,38,2,1,0,11.666666666666666
yes for sure it is all good,1,7,4,31,3,0,0,3.4285714285714284
littlefletcher i dunno what fletcher day is either lol i wanna know now cause i love you fletchers lol you guys rock xxxx,1,23,9,123,1,1,0,4.3478260869565215
thepistol you guys should do your performance at i have a championship meet tomorrow that wont end til then cami,0,22,7,128,5,1,0,4.818181818181818
pretendsmile i just downed a of mt dew and work at am,0,13,6,61,2,1,0,3.6923076923076925
sighs everytime my phone im thinking maybe she is actually talking to me this is so hard,0,18,6,103,5,0,0,4.722222222222222
is wondering why shes actually using this twitter stuff when she already has a facebook profile,1,16,9,102,6,0,0,5.375
blackhenker no one is allowed to touch it so the display keeps clean cleaning booth is directly in the desk for the quick dust,1,25,9,137,3,1,0,4.48
nunitodelgrande thank you for following me telling lame jokes is kind of my quotthingquot so enjoy,1,16,5,106,7,1,0,5.625
heatherrain hi am an follower of life in the er too,1,13,6,67,3,1,0,4.153846153846154
my was great this morning it is full throttle reading news isnt the usual routine for me but ok its free,1,22,10,118,4,0,0,4.363636363636363
kwickks i sadly have history left i really wish it was last week all motivation has gone now what was your first act of freedom,0,26,14,133,4,1,0,4.115384615384615
back still aching hmmm its been a while since i thought about old girlfriends i used to have,0,19,11,98,4,0,0,4.157894736842105
glad diversity won i dont like that susan gt i wouldve rather aidan won i have a crush on that boy i love you aidan x,1,27,9,133,9,0,0,3.925925925925926
positive vibes thankyou rain come again another day,1,9,2,56,3,0,0,5.222222222222222
ddlovato a dare you to reply to me,1,8,4,38,3,1,0,3.75
messing around till then watching quotla sopaquot on e,1,10,3,64,6,0,0,5.4
keris is there a difference,1,5,3,30,2,1,0,5.0
donutsweeper sadly my hubby has no interest in them i them before we got married lots of and a few,1,23,11,135,3,1,0,4.782608695652174
